FK_MERG_L3,5.957,835922,584029,2863314914
FK_MERG_L4,8.364,595301,4979259,12201154360
FK_SORT_L3,6.867,725116,584029,2863314914
FK_SORT_L4,9.058,549720,4979259,12201154360
NFK_JOIN_L3,15.747,316199,584029,2863314914
HASH_JOIN,14.687,339014,584029,2863314914
NESTED_LOOP_JOIN,18.483,269393,584029,2863314914
